order,id,date,time,title,url,visitCount,typedCount,transition
279,4369,3/15/2026,20:40:07,Sign in – Google accounts,https://accounts.google.com/v3/signin/accountchooser?as=KXmj70wXs%2FGPcUPCo%2B5fBVxoPlMEliqUs%2BCwf7w1dtU&client_id=591528984509-5odtn52njfsg44lqftrpnv0pudm9u8kc.apps.googleusercontent.com&display=popup&gis_params=ChZodHRwczovL3d3dy5mb3VuZGl0LmluEg1naXNfdHJhbnNmb3JtGAcqK0tYbWo3MHdYcy9HUGNVUENvKzVmQlZ4b1BsTUVsaXFVcytDd2Y3dzFkdFUySDU5MTUyODk4NDUwOS01b2R0bjUybmpmc2c0NGxxZnRycG52MHB1ZG05dThrYy5hcHBzLmdvb2dsZXVzZXJjb250ZW50LmNvbTgBQkBhOTA3YWZmNmZiYWVlMzFkMTE4M2JmODEwMDgyNmZlZGJkYzI5YzA2YzZjNjRjMzAyNDYxZDI4ZmRmM2FmZWU0&gsiwebsdk=gis_attributes&origin=https%3A%2F%2Fwww.foundit.in&prompt=select_account&redirect_uri=gis_transform&response_mode=form_post&response_type=id_token&scope=openid+email+profile&dsh=KXmj70wXs%2FGPcUPCo%2B5fBVxoPlMEliqUs%2BCwf7w1dtU&o2v=1&service=lso&flowName=GeneralOAuthFlow&opparams=%253Fgis_params%253DChZodHRwczovL3d3dy5mb3VuZGl0LmluEg1naXNfdHJhbnNmb3JtGAcqK0tYbWo3MHdYcy9HUGNVUENvKzVmQlZ4b1BsTUVsaXFVcytDd2Y3dzFkdFUySDU5MTUyODk4NDUwOS01b2R0bjUybmpmc2c0NGxxZnRycG52MHB1ZG05dThrYy5hcHBzLmdvb2dsZXVzZXJjb250ZW50LmNvbTgBQkBhOTA3YWZmNmZiYWVlMzFkMTE4M2JmODEwMDgyNmZlZGJkYzI5YzA2YzZjNjRjMzAyNDYxZDI4ZmRmM2FmZWU0%2526response_mode%253Dform_post&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANzDtz1QPoLc2q-CVtDYMcEESK-G9cEA-6DYs-H6y1pCC2V4cC5u0hb1tK9ZjyagNoLDubWBmmoi6VQTvyeR-Q5kIeuGx7Fpf65GnhI5cFxWKMPdqE_i5mSZeobLc_EGc74OLr3jKLzMhkTuBSrkQgiC3U68RnJG4n-MbiDlKX-C014_eykhdtlYV7JhnbdN2lXCqINOHaQK3BnL3jkJCRSADmH7MO7lMJNMPWXYTwWRmDvz3NCmGs4xTaf97PlmUec-Q7-FHuZ7GhIOgYMOG_T6_8ulhdvrbVkFMlmq-iE0vOr1A1eEE33ivpH1z8dXQe-RhsbsWDIG4mnAsaEUK2HStvxC1R4qDVBghCL_pzHMvkCm2nfTd6ZEKe6nL2ph5RwXdr4LZE8p2Q0eulZIhzlNu2wmdNEx9G3UQ9epON68JXCKNu22EdSoecOYst4Vac9xJRe_wcHH6SiS6OacC8h5SzF6mSaExDpUg_j3pr22bKYL4A%26flowName%3DGeneralOAuthFlow%26as%3DKXmj70wXs%252FGPcUPCo%252B5fBVxoPlMEliqUs%252BCwf7w1dtU%26client_id%3D591528984509-5odtn52njfsg44lqftrpnv0pudm9u8kc.apps.googleusercontent.com%26requestPath%3D%252Fsignin%252Foauth%252Fconsent%23&app_domain=https%3A%2F%2Fwww.foundit.in,1,0,link
280,4367,3/15/2026,20:40:03,Foundit - Job Search & Recruitment,https://www.foundit.in/seeker-profile/registration?spl=IN-Acq-SEM-Google-IP_IN_Pmax_15Jan25-Performance_Max---both-------CPC-6645446156&utm_campaign=IN_Acq_SEM-Google-IP_IN_Pmax_15Jan25-Performance_Max---&utm_medium=SEM&utm_source=Google-Performance_Max-CPC&utm_term=SEM_&gad_source=0&gad_campaignid=22133102398&gclid=Cj0KCQjwsdnNBhC4ARIsAA_3hejRjyZhNq44dzUkclXSlzSGZBajBQVXvJEQdsIFkJf6yKel1nPRSPMaAoH9EALw_wcB,1,0,link
281,4365,3/15/2026,20:39:53,You've been shortlisted - sumitsharma78437@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#ad/201,1,0,link
282,355,3/15/2026,20:39:31,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
283,4364,3/15/2026,20:39:01,Registration Form,https://jobs.barabarnews.com/,1,0,link
284,4361,3/15/2026,20:38:52,Final call: Sumit sharma | Your Application is required - sumitsharma78437@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzQfCMpSnPDbFZPwTwGsGXmKmzdD,1,0,link
285,355,3/15/2026,20:38:28,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
286,4360,3/15/2026,20:38:23,"TATA ( Rs11,00,000 package ) just sent you an interview invite - Your Application has been required - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzQfCMxWKCTSQxfxsjvjCrhlcWpr,1,0,link
287,355,3/15/2026,20:38:19,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
288,4359,3/15/2026,20:38:09,"CAPGEMINI ( Rs8,00,000 package ) just sent you an interview invite - Your Application has been required - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzQfCMxWSfVtjrRNlMDmtrdTvGKj,1,0,link
289,355,3/15/2026,20:37:35,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
290,4358,3/15/2026,20:37:23,Foundit - Job Search & Recruitment,https://www.foundit.in/seeker/registration?spl=IN_paid_display_direct_acq_affiliate_Asterix_8571_Apr25&utm_source=Asterix&utm_medium=affiliate&utm_campaign=IN_paid_display_direct_acq_affiliate_Asterix_8571_Apr25,1,0,link
291,4357,3/15/2026,20:36:43,Cognizant ( WFH ) Walk-in Drive for Freshers as Analyst Positions – Remote Jobs | PDTV Jobs,https://pdtvjobs.com/cognizant-wfh-walk-in-drive-for-freshers-as-analyst-positions-remote-jobs-2/,1,0,link
292,4356,3/15/2026,20:36:40,Work From Home Jobs – Software Jobs For Freshers | PDTV Jobs,https://pdtvjobs.com/work-from-home-jobs/#google_vignette,1,0,link
293,4355,3/15/2026,20:36:22,Work From Home Jobs – Software Jobs For Freshers | PDTV Jobs,https://pdtvjobs.com/work-from-home-jobs/,1,0,link
294,4352,3/15/2026,20:36:08,INFOSYS just sent you an interview invite - Next Steps - sumitsharma78437@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzQfCMwMxGjBqVwHVQcBrxtnRJGg,1,0,link
295,355,3/15/2026,20:35:50,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
296,4351,3/15/2026,20:35:36,Spam - sumitsharma78437@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#spam,1,0,link
297,355,3/15/2026,20:35:13,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,18,0,link
298,296,3/15/2026,20:35:09,"Inbox (3,729) - sumitsharma78437@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl,6,0,link
299,786,3/15/2026,20:35:01,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,reload
300,4119,3/15/2026,20:34:54,Savitribai Phule Pune University: Overview | LinkedIn,https://www.linkedin.com/feed/,17,0,reload
301,1464,3/15/2026,20:34:41,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
302,1464,3/15/2026,20:34:40,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
303,4119,3/15/2026,20:34:34,Savitribai Phule Pune University: Overview | LinkedIn,https://www.linkedin.com/feed/,17,0,reload
304,4119,3/15/2026,20:31:45,Savitribai Phule Pune University: Overview | LinkedIn,https://www.linkedin.com/feed/,17,0,link
305,1464,3/15/2026,20:31:33,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
306,1464,3/15/2026,20:31:31,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
307,4257,3/15/2026,20:31:30,Feed | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/?skipRedirect=true,5,0,link
308,4119,3/15/2026,20:31:25,Savitribai Phule Pune University: Overview | LinkedIn,https://www.linkedin.com/feed/,17,0,link
309,4334,3/15/2026,20:30:41,Grow | LinkedIn,https://www.linkedin.com/mynetwork/grow/,5,0,link
310,4350,3/15/2026,20:30:13,Inderjeet Maggo | LinkedIn,https://www.linkedin.com/in/inderjeet-maggo-b262b1262/,1,0,link
311,4349,3/15/2026,20:30:13,Feed | LinkedIn,https://www.linkedin.com/in/inderjeet-maggo-b262b1262/?skipRedirect=true,1,0,link
312,4334,3/15/2026,20:30:01,Grow | LinkedIn,https://www.linkedin.com/mynetwork/grow/,5,0,link
313,4346,3/15/2026,20:30:00,chalsi neniwal | LinkedIn,https://www.linkedin.com/in/chalsi-neniwal-952431397/,3,0,link
314,4348,3/15/2026,20:29:49,Neetu Kumari | LinkedIn,https://www.linkedin.com/in/neetu-kumari-230427396/,1,0,link
315,4347,3/15/2026,20:29:48,Feed | LinkedIn,https://www.linkedin.com/in/neetu-kumari-230427396/?skipRedirect=true,1,0,link
316,4346,3/15/2026,20:29:42,chalsi neniwal | LinkedIn,https://www.linkedin.com/in/chalsi-neniwal-952431397/,3,0,link
317,4346,3/15/2026,20:29:28,chalsi neniwal | LinkedIn,https://www.linkedin.com/in/chalsi-neniwal-952431397/,3,0,link
318,4345,3/15/2026,20:29:27,Feed | LinkedIn,https://www.linkedin.com/in/chalsi-neniwal-952431397/?skipRedirect=true,1,0,link
319,4344,3/15/2026,20:29:00,State Bank of India: Posts | LinkedIn,https://www.linkedin.com/company/state-bank-of-india/posts/?feedView=all,1,0,link
320,4343,3/15/2026,20:28:56,State Bank of India: Posts | LinkedIn,https://www.linkedin.com/company/state-bank-of-india/posts/?feedView=all&showInNetworkFollowers=true,1,0,link
321,4340,3/15/2026,20:28:53,LinkedIn,https://www.linkedin.com/company/state-bank-of-india/?showInNetworkFollowers=true,2,0,link
322,4342,3/15/2026,20:28:43,Sahara Bangar | LinkedIn,https://www.linkedin.com/in/sahara-bangar/,1,0,link
323,4341,3/15/2026,20:28:42,Sahara Bangar | LinkedIn,https://www.linkedin.com/in/sahara-bangar/?skipRedirect=true,1,0,link
324,4340,3/15/2026,20:28:39,LinkedIn,https://www.linkedin.com/company/state-bank-of-india/?showInNetworkFollowers=true,2,0,link
325,4339,3/15/2026,20:28:30,State Bank of India: Overview | LinkedIn,https://www.linkedin.com/company/state-bank-of-india/?isFollowingPage=true,1,0,link
326,4338,3/15/2026,20:28:29,LinkedIn,https://www.linkedin.com/company/166135/?isFollowingPage=true,1,0,link
327,4337,3/15/2026,20:28:28,LinkedIn,https://www.linkedin.com/company/166135?isFollowingPage=true,1,0,link
328,4334,3/15/2026,20:28:16,Grow | LinkedIn,https://www.linkedin.com/mynetwork/grow/,5,0,link
329,4336,3/15/2026,20:27:52,Mohit Bokade | LinkedIn,https://www.linkedin.com/in/mohitbokade26052000/,1,0,link
330,4335,3/15/2026,20:27:51,Feed | LinkedIn,https://www.linkedin.com/in/mohitbokade26052000/?skipRedirect=true,1,0,link
331,4334,3/15/2026,20:27:44,Grow | LinkedIn,https://www.linkedin.com/mynetwork/grow/,5,0,link
332,4333,3/15/2026,20:27:43,Feed | LinkedIn,https://www.linkedin.com/mynetwork,2,0,link
333,4119,3/15/2026,20:26:46,Savitribai Phule Pune University: Overview | LinkedIn,https://www.linkedin.com/feed/,17,0,link
334,4332,3/15/2026,20:26:44,Feed | LinkedIn,https://www.linkedin.com/feed?nis=true&%27%27=true&skipRedirect=true&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BqY5%2B1XGRQbSLNloku4rHww%3D%3D,1,0,link
335,4331,3/15/2026,20:26:23,Data Analyst Jobs | LinkedIn,https://www.linkedin.com/jobs/search/?alertAction=viewjobs&currentJobId=4385872826&distance=25&f_TPR=a1773444097-&f_WT=3%2C2&geoId=103471883&keywords=Data%20Analyst&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4384670718%2C4385872826%2C4367441040&savedSearchId=15443910484&sortBy=R,1,0,link
336,4328,3/15/2026,20:26:06,WhatsApp Group Invite,https://chat.whatsapp.com/D7XV1hj8tsW3R4v0vMKPkl,2,0,link
337,4325,3/15/2026,20:25:55,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/u/0/d/e/1FAIpQLSduvTX_UVPMNSYHIBQT4G6j_usoczI4lcMFAYWYIVrLnuARnw/formResponse,2,0,form_submit
338,123,3/15/2026,20:24:25,(55) WhatsApp,https://web.whatsapp.com/,16,0,link
339,4329,3/15/2026,20:24:17,WhatsApp,https://web.whatsapp.com/accept?code=D7XV1hj8tsW3R4v0vMKPkl&utm_campaign=wa_chat_v2,1,0,link
340,4328,3/15/2026,20:23:43,WhatsApp Group Invite,https://chat.whatsapp.com/D7XV1hj8tsW3R4v0vMKPkl,2,0,link
341,4326,3/15/2026,20:23:35,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/d/e/1FAIpQLSduvTX_UVPMNSYHIBQT4G6j_usoczI4lcMFAYWYIVrLnuARnw/formResponse,1,0,link
342,4325,3/15/2026,20:23:34,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/u/0/d/e/1FAIpQLSduvTX_UVPMNSYHIBQT4G6j_usoczI4lcMFAYWYIVrLnuARnw/formResponse,2,0,form_submit
343,4324,3/15/2026,20:23:33,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/d/1hlDHW7LAztvcS27-FWcOW5pPRRYcxZeu8K30pOwGn0w/viewform?edit_requested=true&fbzx=6996189727637531077,1,0,link
344,581,3/15/2026,20:22:16,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/dashboard,79,11,reload
345,3351,3/15/2026,20:21:45,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?source=placement_hub_resume&course_url=data-science-specialization-v3,38,0,link
346,4323,3/15/2026,20:21:42,Internships | Jobs | Trainings & Placement Courses | Post a Job,https://internshala.com/student/resume?utm_source=placement_hub_resume&source=placement_hub_resume&course_url=data-science-specialization-v3&alp=dWlkPTIwNzk2MTUyJm10eXBlPWFsbyZzZD0yMDI2LTAzLTE1JnJzPWFkZjA3NDQxJnNpZz05YmVjZTNjNzllODkxM2RlNTUwMDZlNTU0M2Q3ODcyZjZkM2JiM2UyMmFhMjZmMGVhNjRiNGEwYjE1NGVmMDlm,1,0,link
347,786,3/15/2026,20:21:39,Internshala Trainings,https://trainings.internshala.com/pgc/dashboard/data-science-specialization-v3/placement_hub/home/,33,0,link
348,4322,3/15/2026,20:21:31,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/d/1hlDHW7LAztvcS27-FWcOW5pPRRYcxZeu8K30pOwGn0w/viewform?edit_requested=true,1,0,link
349,4321,3/15/2026,20:21:30,ArGo Interns — Built by Skillfied Mentor | Candidate Internship Form,https://docs.google.com/forms/u/0/d/1hlDHW7LAztvcS27-FWcOW5pPRRYcxZeu8K30pOwGn0w/viewform?edit_requested=true,1,0,link
350,4317,3/15/2026,20:21:20,Data Analyst Jobs | LinkedIn,https://www.linkedin.com/jobs/search/?alertAction=viewjobs&currentJobId=4384670718&distance=25&f_TPR=a1773444097-&f_WT=3%2C2&geoId=103471883&keywords=Data%20Analyst&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4384670718%2C4385872826%2C4367441040&savedSearchId=15443910484&sortBy=R,1,0,link
351,4316,3/15/2026,20:21:19,Data Analyst Jobs | LinkedIn,https://www.linkedin.com/jobs/search/?alertAction=viewjobs&distance=25&f_TPR=a1773444097-&f_WT=3%2C2&geoId=103471883&keywords=Data%20Analyst&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4384670718%2C4385872826%2C4367441040&savedSearchId=15443910484&sortBy=R,1,0,link
352,4315,3/15/2026,20:21:02,LinkedIn,https://www.linkedin.com/notifications/,1,0,link
353,1464,3/15/2026,20:20:59,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,auto_bookmark
354,1650,3/15/2026,20:20:56,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/intro,5,0,link
355,1464,3/15/2026,20:20:56,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/,19,0,link
356,1475,3/15/2026,20:20:53,sumit Sharma | LinkedIn,https://www.linkedin.com/in/sumit-sharma-880840278/edit/forms/intro/new/?profileFormEntryPoint=PROFILE_SECTION,5,0,auto_bookmark
357,4314,3/15/2026,20:20:33,NEPS > Data Center > Data Access > Data Use Agreements,https://www.neps-data.de/Data-Center/Data-Access/Data-Use-Agreements,1,0,link
358,4313,3/15/2026,20:19:23,NEPS - National Educational Panel Study,https://www.lifbi.de/en-us/Start/Research/Large-Scale-Projects/NEPS-National-Educational-Panel-Study,1,0,link
359,4304,3/15/2026,20:19:16,NEPS > National Educational Panel Study,https://www.neps-data.de/Mainpage,6,0,link
360,4312,3/15/2026,20:19:07,NEPS > Data Center > Data Access,https://www.neps-data.de/Data-Center/Data-Access,1,0,link
361,4304,3/15/2026,20:18:55,NEPS > National Educational Panel Study,https://www.neps-data.de/Mainpage,6,0,link
362,4304,3/15/2026,20:18:53,NEPS > National Educational Panel Study,https://www.neps-data.de/Mainpage,6,0,link
363,4310,3/15/2026,20:18:41,NEPS > Register_en,https://www.neps-data.de/Register_en,2,0,link
364,4308,3/15/2026,20:18:33,neps registration - Google Search,https://www.google.com/search?q=neps+registration&sca_esv=8d848c16371de09d&biw=1366&bih=641&sxsrf=ANbL-n5BUjkBWyw8-GwbQVbSM8VV2Rm7Mw%3A1773586008182&ei=WMa2afG6CqTgseMP1ZHd4AE&oq=NEPS+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBU5FUFMgKgIICDILEAAYgAQYkQIYigUyChAAGIAEGEMYigUyDRAAGIAEGJECGIoFGAoyChAAGIAEGEMYigUyChAAGIAEGEMYigUyBRAAGIAEMgoQABiABBgUGIcCMgoQABiABBhDGIoFMgUQABiABDIKEAAYgAQYQxiKBUiohwFQ0AJY7F9wCXgBkAECmAH5AqAB0hKqAQcwLjcuMy4xuAEByAEA-AEBmAISoAKeEagCE8ICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIOEAAYsAMY5AIY1gTYAQHCAhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBAcICFxAuGLADGNgCGLgGGMgDGNoGGNwG2AEBwgIKECMYgAQYJxiKBcICChAuGIAEGEMYigXCAgsQABiABBixAxiDAcICDhAuGIAEGLEDGIMBGIoFwgIZEC4YgAQYQxiKBRiXBRjcBBjeBBjgBNgBAcICBxAjGCcY6gLCAg0QIxjwBRgnGMkCGOoCwgIWEAAYgAQYQxi0AhjnBhiKBRjqAtgBAcICGRAuGIAEGEMYtAIY5wYYyAMYigUY6gLYAQHCAhAQLhiABBixAxhDGIMBGIoFwgINEC4YgAQYsQMYQxiKBcICEBAAGIAEGLEDGEMYgwEYigXCAggQABiABBixA8ICHBAuGIAEGLEDGEMYigUYlwUY3AQY3gQY4ATYAQHCAg0QABiABBixAxhDGIoFmAMP8QVy9lp64-JvOIgGAZAGE7oGBggBEAEYCZIHBzkuNi4yLjGgB9Z5sgcHMC42LjIuMbgHqxDCBwYyLTUuMTPIB7MBgAgA&sclient=gws-wiz-serp,3,0,form_submit
365,4310,3/15/2026,20:18:29,NEPS > Register_en,https://www.neps-data.de/Register_en,2,0,link
366,4308,3/15/2026,20:18:26,neps registration - Google Search,https://www.google.com/search?q=neps+registration&sca_esv=8d848c16371de09d&biw=1366&bih=641&sxsrf=ANbL-n5BUjkBWyw8-GwbQVbSM8VV2Rm7Mw%3A1773586008182&ei=WMa2afG6CqTgseMP1ZHd4AE&oq=NEPS+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBU5FUFMgKgIICDILEAAYgAQYkQIYigUyChAAGIAEGEMYigUyDRAAGIAEGJECGIoFGAoyChAAGIAEGEMYigUyChAAGIAEGEMYigUyBRAAGIAEMgoQABiABBgUGIcCMgoQABiABBhDGIoFMgUQABiABDIKEAAYgAQYQxiKBUiohwFQ0AJY7F9wCXgBkAECmAH5AqAB0hKqAQcwLjcuMy4xuAEByAEA-AEBmAISoAKeEagCE8ICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIOEAAYsAMY5AIY1gTYAQHCAhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBAcICFxAuGLADGNgCGLgGGMgDGNoGGNwG2AEBwgIKECMYgAQYJxiKBcICChAuGIAEGEMYigXCAgsQABiABBixAxiDAcICDhAuGIAEGLEDGIMBGIoFwgIZEC4YgAQYQxiKBRiXBRjcBBjeBBjgBNgBAcICBxAjGCcY6gLCAg0QIxjwBRgnGMkCGOoCwgIWEAAYgAQYQxi0AhjnBhiKBRjqAtgBAcICGRAuGIAEGEMYtAIY5wYYyAMYigUY6gLYAQHCAhAQLhiABBixAxhDGIMBGIoFwgINEC4YgAQYsQMYQxiKBcICEBAAGIAEGLEDGEMYgwEYigXCAggQABiABBixA8ICHBAuGIAEGLEDGEMYigUYlwUY3AQY3gQY4ATYAQHCAg0QABiABBixAxhDGIoFmAMP8QVy9lp64-JvOIgGAZAGE7oGBggBEAEYCZIHBzkuNi4yLjGgB9Z5sgcHMC42LjIuMbgHqxDCBwYyLTUuMTPIB7MBgAgA&sclient=gws-wiz-serp,3,0,form_submit
367,4309,3/15/2026,20:17:29,Login | Apprenticeship Training Portal,https://www.apprenticeshipindia.gov.in/login,1,0,link
368,4308,3/15/2026,20:17:20,neps registration - Google Search,https://www.google.com/search?q=neps+registration&sca_esv=8d848c16371de09d&biw=1366&bih=641&sxsrf=ANbL-n5BUjkBWyw8-GwbQVbSM8VV2Rm7Mw%3A1773586008182&ei=WMa2afG6CqTgseMP1ZHd4AE&oq=NEPS+&gs_lp=Egxnd3Mtd2l6LXNlcnAiBU5FUFMgKgIICDILEAAYgAQYkQIYigUyChAAGIAEGEMYigUyDRAAGIAEGJECGIoFGAoyChAAGIAEGEMYigUyChAAGIAEGEMYigUyBRAAGIAEMgoQABiABBgUGIcCMgoQABiABBhDGIoFMgUQABiABDIKEAAYgAQYQxiKBUiohwFQ0AJY7F9wCXgBkAECmAH5AqAB0hKqAQcwLjcuMy4xuAEByAEA-AEBmAISoAKeEagCE8ICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIOEAAYsAMY5AIY1gTYAQHCAhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBAcICFxAuGLADGNgCGLgGGMgDGNoGGNwG2AEBwgIKECMYgAQYJxiKBcICChAuGIAEGEMYigXCAgsQABiABBixAxiDAcICDhAuGIAEGLEDGIMBGIoFwgIZEC4YgAQYQxiKBRiXBRjcBBjeBBjgBNgBAcICBxAjGCcY6gLCAg0QIxjwBRgnGMkCGOoCwgIWEAAYgAQYQxi0AhjnBhiKBRjqAtgBAcICGRAuGIAEGEMYtAIY5wYYyAMYigUY6gLYAQHCAhAQLhiABBixAxhDGIMBGIoFwgINEC4YgAQYsQMYQxiKBcICEBAAGIAEGLEDGEMYgwEYigXCAggQABiABBixA8ICHBAuGIAEGLEDGEMYigUYlwUY3AQY3gQY4ATYAQHCAg0QABiABBixAxhDGIoFmAMP8QVy9lp64-JvOIgGAZAGE7oGBggBEAEYCZIHBzkuNi4yLjGgB9Z5sgcHMC42LjIuMbgHqxDCBwYyLTUuMTPIB7MBgAgA&sclient=gws-wiz-serp,3,0,form_submit
369,4307,3/15/2026,20:16:48,nets - Google Search,https://www.google.com/search?q=nets&sca_esv=8d848c16371de09d&biw=1366&bih=641&sxsrf=ANbL-n7EJx26koT-Luco9S8_MPv9Ynin0Q%3A1773585900715&ei=7MW2abanK8idseMPi7XguAU&ved=0ahUKEwi2zdyskqKTAxXITmwGHYsaGFcQ4dUDCBE&uact=5&oq=nets&gs_lp=Egxnd3Mtd2l6LXNlcnAiBG5ldHMyDRAuGIAEGLEDGEMYigUyChAAGIAEGEMYigUyCBAAGIAEGLEDMgUQABiABDIOEC4YgAQYsQMY0QMYxwEyChAAGIAEGLEDGAoyCBAAGIAEGLEDMgsQLhiABBjHARivATIOEC4YgAQYsQMY0QMYxwEyBRAAGIAEMhwQLhiABBixAxhDGIoFGJcFGNwEGN4EGOAE2AEBSPAWUMkEWL8KcAF4AJABAJgB9wKgAfsJqgEHMC4yLjEuMrgBA8gBAPgBAZgCBKACgwXCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIXEC4YsAMYuAYY2AIYyAMY2gYY3AbYAQHCAgoQIxiABBgnGIoFwgILEAAYgAQYsQMYgwHCAgoQLhiABBhDGIoFwgIOEC4YgAQYsQMYgwEYigXCAggQLhiABBixA8ICGRAuGIAEGEMYigUYlwUY3AQY3gQY4ATYAQGYAwCIBgGQBhO6BgYIARABGAmSBwUxLjEuMqAHg0SyBwUwLjEuMrgH8QTCBwMzLTTIBzOACAA&sclient=gws-wiz-serp,1,0,form_submit
370,4303,3/15/2026,20:16:43,neps - Google Search,https://www.google.com/search?q=neps&sca_esv=8d848c16371de09d&sxsrf=ANbL-n7NeKtoidEVIK_TTp4Bsd8yQCVgTQ%3A1773585892990&ei=5MW2aer_O7ahnesP-bmjoQ4&biw=1366&bih=641&ved=0ahUKEwjqgYWpkqKTAxW2UGcHHfncKOQQ4dUDCBE&uact=5&oq=neps&gs_lp=Egxnd3Mtd2l6LXNlcnAiBG5lcHMyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyChAAGLADGNYEGEcyDRAAGIAEGLADGEMYigUyDRAAGIAEGLADGEMYigUyDRAAGIAEGLADGEMYigUyDRAAGIAEGLADGEMYigUyFxAuGLADGLgGGNgCGMgDGNoGGNwG2AEBMhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBATIXEC4YsAMYuAYY2AIYyAMY2gYY3AbYAQEyFxAuGLADGLgGGNgCGMgDGNoGGNwG2AEBMhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBATIXEC4YsAMYuAYY2AIYyAMY2gYY3AbYAQEyFxAuGLADGLgGGNgCGMgDGNoGGNwG2AEBMhcQLhiwAxi4BhjYAhjIAxjaBhjcBtgBAUjOB1CxBlixBnABeAGQAQCYAQCgAQCqAQC4AQPIAQD4AQGYAgGgAhmYAwCIBgGQBhS6BgYIARABGBmSBwExoAcAsgcAuAcAwgcDNC0xyAcXgAgA&sclient=gws-wiz-serp,2,0,form_submit
371,4304,3/15/2026,20:16:22,NEPS > National Educational Panel Study,https://www.neps-data.de/Mainpage,6,0,link
